prodcom	prodcom_descr	cpa	cpa6	cpa6_descr	cpa5	cpa5_descr	class	class_descr	group	group_descr	division	division_descr	section	section_descr
08.99.29.13	Carbonato di magnesio naturale (magnesite); 	08.99.29	08.99.29	Altri minerali	08.99.2	Pietre  preziose  e  semipreziose;  diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice; smeriglio; corindone naturale, granato naturale ed altri abrasivi naturali; altri minerali	08.99	Altri prodotti delle miniere e delle cave n.c.a.	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.99.29.14	Magnesia calcinata a morte (sinterizzata)	08.99.29	08.99.29	Altri minerali	08.99.2	Pietre  preziose  e  semipreziose;  diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice; smeriglio; corindone naturale, granato naturale ed altri abrasivi naturali; altri minerali	08.99	Altri prodotti delle miniere e delle cave n.c.a.	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.99.29.15	Magnesia fusa ed altro ossido di magnesio 	08.99.29	08.99.29	Altri minerali	08.99.2	Pietre  preziose  e  semipreziose;  diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice; smeriglio; corindone naturale, granato naturale ed altri abrasivi naturali; altri minerali	08.99	Altri prodotti delle miniere e delle cave n.c.a.	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.99.29.20	Altri minerali	08.99.29	08.99.29	Altri minerali	08.99.2	Pietre  preziose  e  semipreziose;  diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice; smeriglio; corindone naturale, granato naturale ed altri abrasivi naturali; altri minerali	08.99	Altri prodotti delle miniere e delle cave n.c.a.	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
10.11.11.40	Carni di animali della specie bovina, fresche o refrigerate (in carcasse, mezzene o quarti)	10.11.11	10.11.11	Carni bovine, fresche o refrigerate	10.11.1	Carni di animali delle specie bovina, suina, ovina, caprina, carni di cavallo o di altri animali della specie equina, fresche o refrigerate	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.11.90	Altri tagli di carne bovina, fresca o refrigerata	10.11.11	10.11.11	Carni bovine, fresche o refrigerate	10.11.1	Carni di animali delle specie bovina, suina, ovina, caprina, carni di cavallo o di altri animali della specie equina, fresche o refrigerate	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.12.30	Carni suine in carcasse o mezzene, fresche o refrigerate	10.11.12	10.11.12	Carni suine, fresche o refrigerate	10.11.1	Carni di animali delle specie bovina, suina, ovina, caprina, carni di cavallo o di altri animali della specie equina, fresche o refrigerate	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.12.50	Carni suine prosciutti, spalle e loro pezzi, non disossati, freschi o refrigerati	10.11.12	10.11.12	Carni suine, fresche o refrigerate	10.11.1	Carni di animali delle specie bovina, suina, ovina, caprina, carni di cavallo o di altri animali della specie equina, fresche o refrigerate	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.12.90	Carni suine fresche o refrigerate, non nominate altrove	10.11.12	10.11.12	Carni suine, fresche o refrigerate	10.11.1	Carni di animali delle specie bovina, suina, ovina, caprina, carni di cavallo o di altri animali della specie equina, fresche o refrigerate	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.13.00	Carni ovine fresche o refrigerate	10.11.13	10.11.13	Carni ovine, fresche o refrigerate	10.11.1	Carni di animali delle specie bovina, suina, ovina, caprina, carni di cavallo o di altri animali della specie equina, fresche o refrigerate	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.14.00	Carni caprine, fresche o refrigerate	10.11.14	10.11.14	Carni caprine, fresche o refrigerate	10.11.1	Carni di animali delle specie bovina, suina, ovina, caprina, carni di cavallo o di altri animali della specie equina, fresche o refrigerate	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.15.00	Carni di cavallo e di altri animali della specie equina, fresche o refrigerate	10.11.15	10.11.15	Carni di cavallo e di altri animali della specie equina, fresche o refrigerate	10.11.1	Carni di animali delle specie bovina, suina, ovina, caprina, carni di cavallo o di altri animali della specie equina, fresche o refrigerate	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.20.00	Frattaglie commestibili di animali delle specie bovina, suina, ovina, caprina, equina, fresche o refrigerate	10.11.20	10.11.20	Frattaglie commestibili di animali delle specie bovina, suina, ovina, caprina, equina, fresche o refrigerate	10.11.2	Frattaglie commestibili di animali delle specie bovina, suina, ovina, caprina, equina, fresche o refrigerate	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.31.00	Tagli di carne bovina, congelata	10.11.31	10.11.31	Carni bovine, congelate	10.11.3	Carni e frattaglie commestibili congelate; altre carni e frattaglie commestibili	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.32.30	Carni suine in carcasse o mezzene, congelate	10.11.32	10.11.32	Carni suine, congelate	10.11.3	Carni e frattaglie commestibili congelate; altre carni e frattaglie commestibili	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.32.50	Carni suine: prosciutti, spalle e loro pezzi, congelati non disossati	10.11.32	10.11.32	Carni suine, congelate	10.11.3	Carni e frattaglie commestibili congelate; altre carni e frattaglie commestibili	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.32.90	Carni suine congelate, non nominate altrove	10.11.32	10.11.32	Carni suine, congelate	10.11.3	Carni e frattaglie commestibili congelate; altre carni e frattaglie commestibili	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.33.00	Carni ovine congelate	10.11.33	10.11.33	Carni ovine, congelate	10.11.3	Carni e frattaglie commestibili congelate; altre carni e frattaglie commestibili	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.34.00	Carni caprine, congelate	10.11.34	10.11.34	Carni caprine, congelate	10.11.3	Carni e frattaglie commestibili congelate; altre carni e frattaglie commestibili	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.35.00	Carni di cavallo e di altri animali della specie equina, congelate	10.11.35	10.11.35	Carni di cavallo e di altri animali della specie equina, congelate	10.11.3	Carni e frattaglie commestibili congelate; altre carni e frattaglie commestibili	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.39.10	Frattaglie commestibili di animali delle specie bovina, suina, ovina, caprina, equina, congelate	10.11.39	10.11.39	Altre carni e frattaglie commestibili, fresche, refrigerate e congelate	10.11.3	Carni e frattaglie commestibili congelate; altre carni e frattaglie commestibili	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.39.31	Carni e frattaglie commestibili fresche, refrigerate o congelate (comprese carne e frattaglie di coniglio, lepre e selvaggina; escluse le cosce di rana e carne e frattaglie di pollame, bovini ed equini, suini, ovini e caprini)	10.11.39	10.11.39	Altre carni e frattaglie commestibili, fresche, refrigerate e congelate	10.11.3	Carni e frattaglie commestibili congelate; altre carni e frattaglie commestibili	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.41.00	Lane sucide (non tosate), non cardate né pettinate	10.11.41	10.11.41	Lane di concia, sucide, comprese le lane lavate a dosso	10.11.4	Lane di concia e pelli gregge di bovini o di equini, di ovini e caprini	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.42.00	Pelli gregge di bovini oppure di equidi (intere)	10.11.42	10.11.42	Cuoi e pelli greggi interi di bovini o di equini	10.11.4	Lane di concia e pelli gregge di bovini o di equini, di ovini e caprini	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.43.00	Altre pelli gregge di bovini ed equini (escluse quelle intere)	10.11.43	10.11.43	Altri cuoi e pelli greggi di bovini o di equini	10.11.4	Lane di concia e pelli gregge di bovini o di equini, di ovini e caprini	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.44.00	Pelli gregge di ovini	10.11.44	10.11.44	Cuoi e pelli greggi di ovini	10.11.4	Lane di concia e pelli gregge di bovini o di equini, di ovini e caprini	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.45.00	Pelli gregge di capre o capretti, non conciate, fresche o conservate	10.11.45	10.11.45	Cuoi e pelli greggi di caprini	10.11.4	Lane di concia e pelli gregge di bovini o di equini, di ovini e caprini	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.50.40	Lardo ed altri grassi di maiale senza parti magre, fresco, refrigerato, congelato, salato, in salamoia o affumicato	10.11.50	10.11.50	Grassi di animali della specie bovina, ovina, caprina o suina	10.11.5	Grassi di animali della specie bovina, ovina, caprina o suina	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.50.60	Grasso di maiale, fuso	10.11.50	10.11.50	Grassi di animali della specie bovina, ovina, caprina o suina	10.11.5	Grassi di animali della specie bovina, ovina, caprina o suina	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.50.70	Grassi di animali della specie bovina, ovina o caprina, crudi o fusi	10.11.50	10.11.50	Grassi di animali della specie bovina, ovina, caprina o suina	10.11.5	Grassi di animali della specie bovina, ovina, caprina o suina	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.60.30	Budella, vesciche e stomaci di animali, interi o in pezzi, diversi da quelli di pesci	10.11.60	10.11.60	Frattaglie crude, non commestibili	10.11.6	Frattaglie crude, non commestibili	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.11.60.90	Altri residui, inadatti ad uso alimentare	10.11.60	10.11.60	Frattaglie crude, non commestibili	10.11.6	Frattaglie crude, non commestibili	10.11	Carni trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.10.10	Polli, galli e galline interi, freschi o refrigerati	10.12.10	10.12.10	Carni di pollame, fresche o refrigerate	10.12.1	Carni di pollame, fresche o refrigerate	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.10.20	Tacchini interi, freschi o refrigerati	10.12.10	10.12.10	Carni di pollame, fresche o refrigerate	10.12.1	Carni di pollame, fresche o refrigerate	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.10.30	Anatre, oche e faraone intere, fresche o refrigerate	10.12.10	10.12.10	Carni di pollame, fresche o refrigerate	10.12.1	Carni di pollame, fresche o refrigerate	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.10.50	Pezzi di polli, galli e galline, freschi o refrigerati 	10.12.10	10.12.10	Carni di pollame, fresche o refrigerate	10.12.1	Carni di pollame, fresche o refrigerate	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.10.60	Pezzi di tacchino, freschi o refrigerati	10.12.10	10.12.10	Carni di pollame, fresche o refrigerate	10.12.1	Carni di pollame, fresche o refrigerate	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.10.70	Pezzi di anatre, oche e faraone, freschi o refrigerati	10.12.10	10.12.10	Carni di pollame, fresche o refrigerate	10.12.1	Carni di pollame, fresche o refrigerate	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.20.13	Polli, galli e galline intere congelate	10.12.20	10.12.20	Carni di pollame, congelate	10.12.2	Carni di pollame, congelate	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.20.15	Tacchini interi congelati	10.12.20	10.12.20	Carni di pollame, congelate	10.12.2	Carni di pollame, congelate	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.20.17	Anatre, oche e faraone intere congelate	10.12.20	10.12.20	Carni di pollame, congelate	10.12.2	Carni di pollame, congelate	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.20.53	Pezzi di polli, galli e galline congelati	10.12.20	10.12.20	Carni di pollame, congelate	10.12.2	Carni di pollame, congelate	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.20.55	Pezzi di tacchino congelati	10.12.20	10.12.20	Carni di pollame, congelate	10.12.2	Carni di pollame, congelate	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.20.57	Pezzi di oche, anatre e faraone, congelati	10.12.20	10.12.20	Carni di pollame, congelate	10.12.2	Carni di pollame, congelate	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.30.00	Grassi di volatili	10.12.30	10.12.30	Grassi di volatili da cortile	10.12.3	Grassi di volatili da cortile	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.40.00	Frattaglie commestibili di volatili	10.12.40	10.12.40	Frattaglie commestibili di volatili da cortile	10.12.4	Frattaglie commestibili di volatili da cortile	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.12.50.00	Pelli preparate di uccelli rivestite delle loro piume o della loro calugine, piume	10.12.50	10.12.50	Piume e pelli di uccelli rivestite delle loro piume	10.12.5	Piume e pelli di uccelli rivestite delle loro piume	10.12	Carni di pollame trasformate e conservate	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.13.11.20	Carni suine: prosciutti, spalle e loro pezzi, non disossati, secchi, salati o affumicati	10.13.11	10.13.11	Carni suine, in pezzi, salate, secche o affumicate (bacon e prosciutto)	10.13.1	Conserve e preparazioni di carni, frattaglie o sangue	10.13	Prodotti a base di carne (anche di volatili)	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
10.13.11.50	Pancette (ventresche) e loro pezzi, secche, salate o affumicate	10.13.11	10.13.11	Carni suine, in pezzi, salate, secche o affumicate (bacon e prosciutto)	10.13.1	Conserve e preparazioni di carni, frattaglie o sangue	10.13	Prodotti a base di carne (anche di volatili)	10.1	Carni conservate e prodotti a base di carne	10	Prodotti alimentari	C	PRODOTTI TRASFORMATI E MANUFATTI
